item,ave_score,ave_discounted_score
1265,3.9429254847257003,3.9143254847256967
1270,4.031129644458267,3.9969296444582687
1275,3.745445926761516,3.735845926761515
1278,3.994978865918684,3.981178865918686
1282,3.799801049793952,3.7892010497939497
1291,4.047817418969476,4.019817418969478
1298,3.762986398985172,3.75838639898517
1348,3.5625307778420803,3.559330777842082
1377,3.1017331056159554,3.089733105615958
1396,3.520346561070766,3.5111465610707695
1408,3.8230086089669832,3.815208608966984
1445,2.7845409474499676,2.7831409474499718
1473,3.629978757563761,3.6297787575637575
1500,3.646805790791731,3.635005790791727
1517,3.566253341340318,3.546253341340322
1552,3.1340670156067305,3.12226701560673
1573,3.426879659608862,3.411479659608864
1580,3.5189120385834207,3.4859120385834172
1587,3.3058606302136915,3.2996606302136886
1617,4.068890657899919,4.049490657899921
1620,3.2821284420772194,3.279528442077226
1625,3.752599105966696,3.7371991059666976
1644,2.346001250436456,2.3396012504364583
1676,3.3902665370100182,3.3742665370100178
1732,3.918921466712185,3.897721466712182
1777,3.474545766612576,3.4633457666125755
1793,3.6906980066693467,3.690298006669354
1804,3.389197383229239,3.3885973832292375
1805,3.1232343599670225,3.1170343599670187
1920,3.0029825428031867,2.999382542803185
1927,4.1156774755915375,4.1136774755915395
1954,3.8368975402132848,3.824097540213288
1967,3.8079744436461707,3.799574443646168
2000,3.7070951973497412,3.692095197349734
2005,3.5865160350629974,3.575116035062998
2012,3.428418007837614,3.410818007837615
2018,3.4165157445606247,3.408915744560632
2028,4.145866397296064,4.108266397296059
2033,3.7010480647741124,3.6994480647741126
2046,3.308519995593603,3.3037199955936054
2048,3.5865082935506276,3.584908293550626
2054,2.8451558074527687,2.831555807452768
2058,3.4188518239894754,3.41285182398948
2078,3.847927380956917,3.837327380956915
2090,3.309717692647888,3.307117692647885
2093,3.276086135540396,3.274886135540392
2094,3.337247769024995,3.329447769024998
2096,3.4764608550932325,3.4720608550932335
2099,3.5041508351138067,3.502950835113807
2105,3.3958504669529153,3.3858504669529146
2115,3.6664255922866715,3.6448255922866686
2116,3.2918555850867035,3.288855585086702
2137,3.5800519485814055,3.575851948581408
2139,3.5125523048339646,3.5083523048339638
2141,3.2881177066232565,3.284517706623258
2143,3.242728942288234,3.2401289422882353
2161,3.628035689016375,3.619435689016378
2174,3.4930671105024236,3.474867110502424
2193,3.3625096923923863,3.3545096923923845
2253,2.660994797400601,2.6569947974006003
2268,3.816325057978392,3.8049250579783855
2273,3.350655073770721,3.342255073770724
2291,3.7322386009494988,3.7162386009495005
2329,4.217514619811052,4.191714619811042
2338,2.4349660605811736,2.4313660605811696
2353,3.55625285849847,3.5428528584984655
2366,3.6261153762101808,3.6211153762101804
2387,3.513940336295627,3.5107403362956293
2389,2.510249990391761,2.508449990391758
2395,3.580601691903002,3.5694016919030047
2406,3.504961713577812,3.4941617135778102
2414,3.4422977807238,3.4400977807238067
2427,3.3473520319515537,3.340352031951559
2450,2.5460130883280065,2.5428130883280056
2459,3.4080867646339303,3.4054867646339293
2470,3.2273431705866513,3.215943170586648
2478,3.253821813048352,3.2486218130483526
2492,3.240766477515982,3.239366477515985
2502,4.08157354859456,4.062773548594569
2528,3.3224134808294528,3.317613480829457
2529,3.8136581642280034,3.802458164228006
2542,4.056846662161589,4.0434466621616005
2571,4.046447173733538,3.9908471737335485
2580,3.96972170428276,3.9619217042827595
2596,3.7566403744181565,3.7542403744181536
2616,3.0220399666766244,3.016839966676627
2617,3.1952883734722133,3.177888373472216
2628,3.1659093578461253,3.1379093578461252
2640,3.635669329429265,3.623469329429264
2641,3.089984632541898,3.0801846325419002
2644,3.440552149747451,3.4387521497474514
2648,3.8124929031916412,3.810292903191644
2654,3.6018973163237504,3.600897316323752
2657,3.3867587693498247,3.3741587693498256
2692,4.007043767782828,3.9920437677828313
2700,3.8579969889624883,3.8427969889624944
2716,3.786745530858256,3.7627455308582536
2761,4.032585577578646,4.024785577578647
2797,3.7363923076253243,3.7181923076253223
2826,3.0532138699507234,3.048013869950729
2858,4.016145746260892,3.975345746260898
2872,3.636752445691907,3.6317524456919057
2899,3.3506780007102415,3.3500780007102406
2916,3.682279793982624,3.6646797939826317
2944,3.9348685891344237,3.9284685891344235
2947,3.8526880466275504,3.8420880466275404
2948,3.7486172804274367,3.741417280427436
2949,3.7343262834158373,3.7277262834158367
2959,4.211502540085438,4.167902540085431
2985,3.4148331520592508,3.40083315205925
2987,3.597177451152233,3.5777774511522336
2991,3.7141472370131225,3.709547237013124
2993,3.527956991492137,3.523156991492141
2997,3.968177750484671,3.9483777504846715
3033,3.5121849384280432,3.500384938428045
3034,3.5499363798569736,3.542736379856975
3052,3.667403361877698,3.6516033618776964
3053,3.8254405759292194,3.823240575929223
3062,3.8816832202117446,3.8794832202117453
3147,4.173926215027939,4.151726215027937
3168,3.6184969573911254,3.612696957391124
3176,3.4059347982459505,3.3961347982459555
3243,2.7306854620147774,2.727685462014782
3247,3.1526647120303952,3.1454647120303907
3253,3.5152665824278078,3.5030665824278078
3273,2.851969183021678,2.8461691830216806
3386,3.538946475280504,3.5327464752805136
3439,2.9495282732885166,2.9469282732885147
3440,2.5001735807964773,2.4973735807964808
3441,3.494171716003636,3.4913717160036315
3448,3.815936773025603,3.8073367730255994
3450,3.360690922223875,3.3548909222238747
3479,3.412353437009194,3.408753437009195
3489,3.428852981101637,3.4182529811016353
3527,3.622766038681754,3.61056603868175
3578,3.9575341236356247,3.9235341236356267
3617,3.1655490618962743,3.1573490618962734
3639,3.631630197085686,3.6280301970856845
3671,3.935520953059151,3.923120953059147
3702,3.534472359191955,3.5268723591919597
3703,4.020888949303684,4.01288894930368
3729,3.746942621287161,3.7463426212871576
3740,3.823866535657359,3.818266535657361
3744,2.901832019616178,2.8980320196161755
3793,3.7326980596988455,3.7060980596988444
3809,3.3314699621214743,3.324469962121469
4006,3.4709523016031594,3.469552301603158
5060,3.9397059279074607,3.9305059279074603
318,4.0218351125254825,3.9584351125254886
1704,4.090928386792673,4.062728386792682
6874,3.9560246595834037,3.929824659583402
8798,3.7831005742527655,3.7743005742527576
46970,3.340402954259162,3.3348029542591604
48516,4.259032073055006,4.23763207305501
58559,4.235854918429553,4.206054918429542
60756,3.619310560344376,3.6137105603443755
68157,4.1350468507741285,4.117446850774135
71535,3.8778631827132224,3.867263182713222
74458,4.03600552258628,4.022605522586268
77455,3.932618529710874,3.9300185297108783
79132,4.068106784191553,4.039506784191545
80489,3.904893072374285,3.9004930723742777
80906,4.121239479535116,4.118839479535125
86345,3.8759136251677497,3.8741136251677513
89774,3.7051547786154226,3.7029547786154184
91529,4.010934616829522,3.9957346168295174
91658,3.536109561720437,3.5277095617204375
99114,3.9518308067948116,3.9376308067948043
106782,3.9200509247930744,3.909250924793075
109487,3.9818980577002265,3.9672980577002313
112552,4.004799907133101,3.997199907133103
114060,3.2808521410332125,3.280252141033214
115713,3.8990865992442134,3.8934865992442163
122882,3.805360834979653,3.7959608349796534
131724,3.805431353457197,3.8052313534571964
31,3.2878702570596077,3.280270257059614
647,3.4121865024516045,3.406386502451604
688,2.800620674968386,2.798820674968388
720,4.011801429320409,4.006401429320405
849,3.0566805800887713,3.047880580088767
914,4.005786857316388,3.9987868573163947
1093,3.4679851089464955,3.4605851089464985
1124,3.6428102761800636,3.640210276180069
1263,3.81404235137037,3.8054423513703726
1272,4.086261184310264,4.079661184310249
1302,3.5567646840811835,3.5455646840811847
1371,3.1436568605258346,3.134656860525834
2080,3.4415239304209564,3.4305239304209563
2288,3.917379045267414,3.9083790452674183
2424,3.2256503743917837,3.215650374391784
2851,3.4645748515423396,3.463774851542338
3024,3.0499569714323456,3.04855697143235
3210,3.506773655681402,3.498373655681398
3949,3.935213415778751,3.9160134157787576
4518,3.670159499951113,3.6693594999511103
5048,2.917377287107091,2.9161772871070952
5181,3.8320479330221273,3.831647933022131
5746,3.8046346746020845,3.8044346746020823
5764,3.7190764866458887,3.7188764866458865
5919,3.8420178717898157,3.8416178717898077
6238,3.133082388760046,3.131282388760048
6835,3.804635914703854,3.804435914703854
7899,3.719078087215788,3.7188780872157863
7991,3.62219419162838,3.621594191628387
26409,3.371614476019075,3.371214476019068
70946,3.581388573506185,3.580788573506184
72378,2.858938993519412,2.8547389935194096
21,3.5457627183163973,3.527962718316393
32,3.981850714852284,3.9464507148522787
45,3.385832845160238,3.3794328451602342
52,3.4984221005721436,3.4928221005721434
58,4.015605874956388,4.008205874956397
106,3.62598970946183,3.62578970946183
125,3.576940489726782,3.574540489726776
126,2.6568125229454522,2.6554125229454475
162,4.084045659764255,4.080645659764243
171,3.7281864561642393,3.7269864561642465
176,4.121296353685476,4.118696353685465
190,3.150992016594874,3.149992016594873
215,3.9844728228310866,3.9796728228310885
222,3.7506851526959277,3.747485152695928
232,3.8474331875693255,3.844633187569321
247,3.874648807686298,3.8704488076862975
265,3.922176467923073,3.9155764679230773
319,3.6079879338874696,3.6039879338874723
342,3.358040022077416,3.3514400220774205
345,3.621167081358419,3.6139670813584184
348,3.573554094429609,3.5675540944296102
351,3.310857167987124,3.3074571679871125
357,3.567746480041042,3.5471464800410373
368,3.552021153505246,3.5372211535052487
417,3.6959252972132886,3.6933252972132857
450,3.266897029812929,3.2654970298129236
475,4.199047243983791,4.194047243983789
492,3.726949355657461,3.7241493556574614
509,3.592507157402011,3.5803071574020118
538,3.5954297639989923,3.5930297639990005
539,3.5378123778565094,3.5166123778565037
588,3.791776873742015,3.7551768737420144
595,3.7895339681678317,3.760333968167838
599,3.7338394061222107,3.7316394061222105
708,3.4435285305851586,3.431928530585161
759,3.5444598965918668,3.544059896591866
800,4.053876532135206,4.050076532135208
892,3.580416711734538,3.5778167117345396
898,4.237467958918985,4.231667958918988
899,4.070956060985749,4.061556060985741
902,3.8452675035375123,3.8380675035375127
904,4.26611416396024,4.249314163960246
908,4.183400329758404,4.17200032975841
910,3.9998040508480788,3.989804050848078
912,4.242299873797607,4.222299873797615
920,3.6615857475961273,3.652585747596125
930,4.145009279647115,4.1410092796471245
937,3.543336700846816,3.5429367008468162
1046,4.00135112802204,4.000551128022042
1057,3.516006394584768,3.513006394584769
1077,3.7524044548848323,3.74680445488483
1079,3.92251193795299,3.9083119379529867
1084,4.048218789652696,4.041218789652691
1086,4.033820375046777,4.02882037504679
1094,3.4862456372439574,3.4778456372439606
1103,3.9819625692014613,3.9789625692014567
1179,3.671676144895038,3.6662761448950376
1183,3.7286968724258847,3.7196968724258843
1188,3.6740015697470754,3.6696015697470767
1199,4.157114604016212,4.145314604016209
1203,4.122887800403856,4.111487800403855
1211,3.818590596439673,3.8159905964396734
1225,4.176248414359365,4.161048414359374
1250,4.08323347589862,4.074233475898619
1259,4.020147579983011,4.001947579983014
1266,4.084134911174185,4.075134911174186
1279,3.9100840512372668,3.9084840512372683
1283,4.105230834664263,4.101430834664271
1288,4.010389749457432,3.9971897494574313
1304,3.931606631672297,3.9192066316722993
1391,3.1542642916139743,3.1370642916139726
1449,3.852017862336488,3.847217862336486
1466,3.775547586766067,3.7651475867660635
1597,3.0442296468962735,3.0356296468962745
1641,3.7799275673538104,3.7687275673538077
1719,4.122354831348758,4.119154831348763
1733,4.0011489110992855,4.000348911099285
1734,3.913686581198993,3.9118865811989925
1834,3.8935515574317168,3.8913515574317166
1860,3.1548881048995394,3.1540881048995346
1883,3.3541112339003067,3.3493112339003113
1885,3.2895106945681736,3.287110694568172
1892,3.392321353726463,3.3891213537264635
1895,3.437627874050075,3.4346278740500735
1907,3.6099512851399984,3.600951285139997
1914,3.4693987823491543,3.467598782349156
1916,3.4405659466977894,3.438165946697793
1923,3.699240843244707,3.6782408432447067
1947,3.632901341537666,3.6261013415376615
1966,3.6277375701456407,3.6261375701456404
1968,3.7974974947960156,3.7748974947960154
2019,4.147669957656856,4.138069957656848
2076,3.937610504467959,3.9284105044679527
2109,3.4057285908399977,3.4003285908399983
2145,3.3135704655801876,3.3069704655801866
2150,3.8910525294005125,3.8854525294005153
2186,3.923797691858444,3.918797691858443
2203,3.92270200982782,3.921302009827821
2204,3.712638988526241,3.711838988526245
2282,3.5121483494865964,3.5109483494865925
2324,4.150658238177873,4.133058238177861
2336,3.6884417895717867,3.683841789571785
2351,3.9980993206041684,3.9966993206041646
2359,3.7036952768995417,3.698495276899547
2390,3.7943383266705726,3.7929383266705714
2467,3.734739648401705,3.7311396484017036
2583,3.8130371126945737,3.810637112694572
2599,3.691118993672036,3.679918993672031
2683,3.229925321899382,3.2057253218993798
2712,3.5136427550002716,3.503042755000273
2762,3.9002669401672145,3.8644669401672123
2763,3.6980624224290226,3.6884624224290246
2770,3.070834502218891,3.0632345022188914
2791,3.876385918926027,3.8589859189260296
2843,3.8389945309160614,3.837194530916063
2874,3.6069638644546766,3.6063638644546723
2921,4.0127920361044565,4.010592036104453
2926,3.406939361285389,3.4047393612853893
2973,3.8578059533725217,3.8542059533725204
3044,3.7320301697640805,3.7294301697640773
3060,3.827774612130393,3.82477461213039
3079,3.326125471094332,3.32492547109434
3083,4.067871985098725,4.064071985098727
3160,3.7156772965084746,3.705277296508473
3175,3.616807041813135,3.6018070418131396
3204,3.6664658523965565,3.664865852396554
3255,3.513411561850159,3.5044115618501572
3317,3.6547173501040775,3.650317350104081
3358,3.772832123107314,3.7708321231073114
3365,3.875218010393388,3.873818010393394
3408,3.5974490673544044,3.5834490673544073
3481,3.6900532397348975,3.675053239734894
3508,4.114725345492882,4.1111253454928836
3538,3.406230434323082,3.405230434323083
3591,2.9875966921399537,2.9845966921399563
3788,3.638637686206207,3.6374376862062134
3851,3.792272002727774,3.792072002727773
3897,3.8859667165121077,3.869366716512112
3911,3.7016690100677887,3.6910690100677868
3967,3.859742980008733,3.8523429800087325
3996,3.85457060119416,3.832570601194168
4002,3.831557498783591,3.8261574987835925
4014,3.561463666407177,3.5520636664071783
4020,3.1411650186494913,3.1385650186494876
4021,3.9367443540183102,3.93574435401831
4027,3.8155342973132185,3.796734297313217
4029,3.7921237644358756,3.7897237644358857
4033,3.8502104519906,3.8476104519905983
4034,3.917615870724086,3.903615870724084
4074,3.4597201767690375,3.459520176769037
4121,3.2756894822490255,3.2732894822490266
4144,4.070109916084242,4.067309916084245
4166,3.2703975962180794,3.2699975962180754
4226,4.101129329118786,4.069329329118786
4239,3.829805368815568,3.819605368815566
4246,3.6600296715904763,3.6470296715904773
4252,3.4728203297637377,3.472420329763737
4260,3.293444159393357,3.2932441593933617
4273,3.8173042413890084,3.81690424138901
4308,3.6184145401455785,3.6074145401455753
4347,3.663832024794173,3.663232024794175
4381,3.483127560157127,3.4823275601571324
4641,3.5268961144704924,3.520096114470487
4741,3.684545996907523,3.68314599690752
4765,3.8459204177059267,3.8453204177059246
4881,3.724815708370103,3.7214157083701
4896,3.7979438232519547,3.776543823251962
4902,3.3909974265280476,3.3889974265280456
4967,4.058799754948614,4.056199754948605
34,3.6874042075520435,3.661804207552046
36,3.8615349888882466,3.8481349888882432
39,3.3496801026489944,3.3288801026489945
150,3.8503319483391096,3.810131948339106
153,2.998564436432802,2.9711644364328036
253,3.4862884154418134,3.4644884154418154
261,3.892406577483898,3.8840065774838983
266,3.4377883532394042,3.424188353239406
290,3.9132535177758023,3.9104535177757995
300,3.531331541679302,3.5151315416793043
344,3.0827070648960317,3.0505070648960237
364,3.954933897914951,3.920533897914951
380,3.5219117939710256,3.486311793971022
410,3.1618263589339866,3.1450263589339853
474,3.727386785375679,3.7133867853756866
515,3.633781553861074,3.6289815538610726
531,3.3194351417056756,3.3146351417056743
534,3.6196747192103476,3.616874719210343
589,3.91571508305645,3.8709150830564445
594,3.6400071133540544,3.6246071133540547
597,3.5330867915341493,3.506086791534154
2,3.4961158867126,3.4741158867125996
4,2.8805452551018087,2.879145255101813
5,3.177520514897937,3.1677205148979386
7,3.267942634217422,3.257142634217426
8,3.18876212039138,3.1871621203913802
10,3.5390051732245515,3.5126051732245527
11,3.7195749269806933,3.7055749269806944
13,3.309860145567668,3.3082601455676643
15,3.2045763160216985,3.2019763160216987
16,3.947198167424909,3.9307981674249106
17,3.7991702168680774,3.7857702168680722
19,2.802695537425464,2.7850955374254713
22,3.316871884338381,3.3096718843383868
24,3.2400337051012125,3.234433705101213
25,3.64197537852674,3.6267753785267427
26,3.5582540988526263,3.555654098852632
27,3.475303708096615,3.4735037080966142
41,3.6912203186597985,3.6882203186597984
43,3.3631804216629706,3.3615804216629654
46,3.24597258590329,3.242972585903284
54,3.167555709744683,3.166955709744685
60,3.345493899315367,3.3386938993153663
61,3.692929353881641,3.6917293538816423
62,3.747032915953526,3.731032915953528
65,2.7445876213965343,2.7383876213965346
66,2.914284707356394,2.912484707356395
76,3.4927924035176603,3.4897924035176557
79,3.0087360655443005,3.0053360655443004
86,3.9224152080637453,3.9194152080637434
87,2.9808610875308603,2.9794610875308645
88,3.294987391942359,3.2917873919423637
89,3.3968166031242433,3.3948166031242515
92,3.027650826064419,3.02605082606442
93,3.141148922077869,3.1393489220778696
95,3.129442220545956,3.1126422205459603
100,3.0353800825371247,3.0325800825371214
102,2.9897538068775225,2.9887538068775235
104,3.4955050798213856,3.475705079821384
105,3.364130379173217,3.3595303791732194
112,3.5834002202464594,3.574200220246457
113,3.453853761479209,3.4532537614792007
135,3.09979035719546,3.0935903571954575
140,3.5495585637556943,3.5463585637556925
141,3.5420210761847235,3.524821076184722
145,3.3262973712144874,3.3160973712144877
146,3.4913687516821335,3.4907687516821304
158,2.9272382762185813,2.9148382762185805
159,3.1333394394039535,3.130539439403948
160,3.018579695999572,3.007179695999578
161,3.6946268849252863,3.6740268849252904
165,3.5918065167619515,3.5630065167619525
168,3.2029977626714716,3.1921977626714697
170,3.3128023722979143,3.3058023722979106
174,3.0420755314934946,3.040075531493493
177,3.0818520424343645,3.0802520424343647
179,2.967860957267576,2.96746095726758
180,3.4262784138041886,3.4190784138041925
181,2.5796317321941817,2.5762317321941803
185,3.142971552842498,3.1205715528425015
186,2.9556053592742826,2.946005359274282
189,3.446903002857679,3.4467030028576855
191,2.970087573674243,2.9688875736742375
195,3.3290736386111455,3.327073638611141
196,2.8104683758402955,2.8014683758402947
201,3.4469030420536537,3.446703042053652
204,2.8920420508859084,2.8860420508859077
205,3.329483127118368,3.327683127118368
207,3.5148173853186027,3.5106173853186093
208,2.996316246885369,2.9733162468853727
209,3.4014873272884727,3.4008873272884768
210,3.3413931577847293,3.3405931577847294
212,3.3680272559167825,3.367427255916786
217,2.9237577244543194,2.9225577244543213
218,3.5050859558781107,3.502285955878109
219,3.446903210821829,3.446703210821833
224,3.637697346652701,3.6296973466527
225,3.6084502308056785,3.5980502308056823
230,3.4722500813999835,3.4674500813999845
234,2.8338849192560045,2.830484919256007
236,3.555419026693683,3.546419026693681
237,3.4488359054279467,3.4444359054279428
239,3.1659289443480003,3.162528944348003
240,3.059258193758877,3.0584581937588755
243,3.4469032245118245,3.446703224511827
248,3.3105041781067803,3.3071041781067723
250,3.032669946018554,3.0314699460185577
251,3.3523227249823466,3.351722724982346
252,3.528560634946026,3.5199606349460253
254,3.446903273618186,3.4467032736181906
256,2.9887958074688212,2.981795807468816
257,3.5867668137680258,3.583966813768027
258,2.9417697855396714,2.939769785539671
262,3.8817284912179773,3.877528491217982
267,3.1310082189924917,3.127608218992492
270,3.523341614257286,3.522341614257291
271,3.555641004777051,3.554841004777052
273,3.087688264015049,3.0820882640150513
274,3.249544122815802,3.2481441228158054
276,3.3463792947496533,3.341979294749657
277,3.3144130260562124,3.306813026056207
279,3.3768286350134584,3.3764286350134567
281,3.741580109143437,3.738780109143441
282,3.4268302722803834,3.4188302722803843
288,3.2732704809821604,3.254870480982158
289,3.5808766775805654,3.5792766775805704
291,3.1303728022521957,3.1297728022521984
292,3.4938282062903387,3.4736282062903334
293,4.011249291087665,3.9846492910876767
302,3.3994019808238063,3.398401980823805
303,3.0721464832270655,3.0657464832270667
304,3.6099229176562178,3.6093229176562165
310,3.4469057003892254,3.446705700389223
312,2.2265046369588886,2.2247046369588857
313,3.479981708548777,3.479381708548768
314,3.7617596025824867,3.758559602582491
315,3.185836986418726,3.1782369864187228
317,3.292239643100396,3.276039643100393
327,2.952973525251923,2.946173525251917
329,3.445895690119913,3.4242956901199095
330,3.258676054544479,3.257476054544486
332,3.073973333022044,3.0715733330220436
336,3.446905816242271,3.446705816242271
337,3.7781570761494034,3.7627570761494002
339,3.5384871581688295,3.518887158168832
340,3.514685157513706,3.513685157513709
343,3.2352500832199955,3.2342500832199943
347,3.5291369772008583,3.52793697720085
350,3.475164201869395,3.463764201869398
352,3.2844201164996623,3.284020116499659
353,3.6273002186678687,3.6145002186678665
354,3.4596580306503615,3.458458030650364
355,2.556245224560845,2.5478452245608474
358,3.0010300542958017,2.999230054295799
359,3.4469057445460844,3.4467057445460894
360,3.0379840760889025,3.0363840760889067
361,3.2194245471531877,3.2160245471531845
366,3.170639384144848,3.168239384144847
370,3.156430615742935,3.1448306157429338
371,3.4018607197356596,3.3976607197356548
374,2.4750120386736842,2.470012038673686
377,3.5700650113856414,3.5358650113856465
378,3.1194951329356617,3.1180951329356605
381,3.7633687538765073,3.7611687538765075
382,3.303745799399356,3.3005457993993597
383,3.2204440493793793,3.2162440493793802
405,2.787199341634201,2.7847993416342014
412,3.543275165956057,3.540275165956059
415,2.8379038354176185,2.83470383541762
416,2.928970349426226,2.927370349426225
419,2.884214697562778,2.880214697562779
426,3.3319577336107313,3.33055773361073
432,2.794143092083859,2.783143092083862
434,3.12003683172244,3.0998368317224334
435,2.5594520758137156,2.546852075813715
437,2.686310893153687,2.684510893153687
440,3.595713765212461,3.5805137652124612
445,3.189872825572587,3.1874728255725793
454,3.594668825112015,3.5744688251120142
455,2.5714830819076004,2.564083081907598
458,3.202826813743542,3.2018268137435415
460,3.236320964023946,3.235720964023949
466,2.956546938164817,2.944546938164815
468,3.326025993250732,3.3216259932507355
469,3.515588405020016,3.5145884050200173
472,3.0580041600114742,3.0568041600114775
477,3.4598006386891655,3.4564006386891664
485,3.019129721935439,3.008529721935434
489,3.1174237349223346,3.1152237349223277
490,3.198324852777564,3.1959248527775577
491,3.380598875238877,3.3771988752388715
493,3.648601542877192,3.646201542877183
494,3.4478529196439207,3.439652919643922
497,3.833255143400193,3.8246551434001907
502,2.7044344451160565,2.701434445116061
505,2.796273301724234,2.7948733017242264
508,3.6569224341632873,3.643722434163288
510,3.446905910770071,3.4467059107700777
516,3.2175789842648834,3.2139789842648816
520,3.2129708586247143,3.1991708586247163
524,3.5354501022349054,3.528650102234905
532,3.1613593752405813,3.15815937524058
536,3.478339006592237,3.4777390065922393
537,3.319171284964212,3.3167712849642115
540,2.9245763949696517,2.9209763949696503
542,3.047129254811407,3.0443292548114114
546,2.3095358539981743,2.3053358539981748
548,3.1533201123174726,3.152120112317474
569,3.1189662819504846,3.1177662819504866
575,2.9219173964116893,2.9187173964116857
587,3.4944504535448826,3.471450453544886
606,3.311065715757294,3.3102657157572932
609,3.5890482074273775,3.586248207427375
616,3.4557617209780496,3.446761720978057
628,3.6623278346986807,3.6553278346986824
631,3.3300430538676946,3.3278430538677055
637,3.1719276484963475,3.1653276484963393
640,2.9767141340583794,2.9745141340583747
662,3.4605923012699367,3.4591923012699333
667,3.1357125706305045,3.134112570630509
694,3.158403839731944,3.156203839731938
697,3.1517626892453237,3.150762689245323
700,3.370473399397757,3.3690733993977497
704,3.0413229028979,3.039922902897904
709,3.293019785100389,3.2908197851003913
710,2.9787157324227946,2.9771157324227966
711,3.268627794874332,3.2666277948743323
719,2.9864898772190465,2.9794898772190423
747,3.474364310663969,3.4737643106639715
762,2.6043019843766118,2.5961019843766096
765,3.3007873726099732,3.296987372609974
775,3.4469051536539164,3.446705153653914
783,3.403531897461619,3.3941318974616235
795,3.5303147885724804,3.5299147885724773
799,3.4758519979215983,3.471251997921596
801,3.2889127752510126,3.286712775251016
802,3.430430499949451,3.4212304999494516
818,3.3597266915850685,3.3577266915850674
830,3.2175981984174524,3.213398198417455
835,3.6243889663846693,3.6237889663846703
837,3.338315659838106,3.3317156598381055
838,3.9098809353491726,3.903880935349173
839,3.0893882654847817,3.086388265484776
842,2.8992030697651527,2.8968030697651503
848,3.4217845489830525,3.4203845489830558
852,3.2429432965295915,3.2343432965295924
867,3.052824800479402,3.0524248004794017
880,2.9223730675288886,2.916973067528887
881,2.862130853795579,2.861130853795583
888,3.071695200589778,3.0710952005897743
891,3.7140758678273578,3.7130758678273597
979,3.44690457934027,3.4467045793402664
981,3.3932100905727522,3.3928100905727585
986,3.5831160156885744,3.5805160156885734
